TRANSACTION DETAILS,Category
AEPS Indiaforensic INCOME 0907,Other
NEFT/KKBK172694009139/Acc,Other
Sweep Trf To: 40900036427,Bank Transfers
Indiaforensic RUPAY POS ACQ29111,Other
CASHDEP/INDORE/LCT,Cash Deposits
CASHDEP/BHI-RIICO/,Cash Deposits
NEFT/FDRL456532704/Indiaforensic,Other
IMPS O/W 191015 4C,Other
NEFT/SBIN918205152689/Indfor,Other
SMARTSERV INFOSERVICES PR,Other
RTGS/HDFCH18158434889/Indfor,Other
Indiaforensic NFS SETT 28-09-201,Other
CR805013788873/RMCPL16637/1,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
CASHDEP/RAJOURI/,Cash Deposits
Indiaforensic SERVICES INDIA PVT,Business Services
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
TRF TO  Indiaforensic SERVICES I,Business Services
CR827616056431/RMCPL20034/0,Other
MASTER POSDOM ACQ SETTL03,Other
NEFT/AXISF15279090687/Indfor,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
NEFT/CITIN16718726246/PAY,Other
DSB EXCESS CSH IndiaforensicMET1,Other
DSB CASH PICKP IndiaforensicMET1,Cash Deposits
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
RTGS/SBINH18293060001/Indfor,Other
BEAT CASH PKP DEL GURGAON,Other
AEPS Indiaforensic S TAX 040317,Other
NEFT/FDRL395489633/Indiaforensic,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
LOCALCUBE COMMERCE PRIVAT,Business Services
IRCTC CORPORATE OFFICE AC,Travel
Indiaforensic NFS SETT 28-01-201,Other
TRF FROM  Indiaforensic SERVICES,Business Services
CHQ DEPOSIT RETURN/253360,Other
CASHDEP/GURGAON/LCT,Cash Deposits
CASHDEP/BHI-RIICO/,Cash Deposits
IRTT00701516580,Other
MARGIN FOR BG-FBGI0100150,Other
Dr. Tran for funding A/c,Other
IMPS OW 11052016 4C,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
725120728903,Other
NEFT/SBIN218087108269/MAH,Other
RTGS/YESBH16064937475/Risk Pro,Other
CASHDEP/HYDERABAD/,Cash Deposits
JUST DIAL LIMITED,Business Services
Indiaforensic VISA ACQ DOM071118,Other
FDRL/REAL TIME GROSS SETTL,Bank Transfers
IB: TPFT000000916222,Other
NOMISMA MOBILE SOLUTIONS,Finance
Indiaforensic NFS SETT 18-11-201,Other
PVR LIMITED,Entertainment
TRF FROM  Indiaforensic SERVICES,Business Services
FDRL/REAL TIME GROSS SETTL,Bank Transfers
AEPS Indiaforensic INCOME 070317,Other
INTERNAL FUND TRANSFER IN,Bank Transfers
AEPS Indiaforensic INCOME 111116,Other
CR813616665041/RMCPL09827/1,Other
FIXED  MOBILE PTE LTD/USD,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
CASHDEP/BORIVALI/,Cash Deposits
TRF TO  Indiaforensic SERVICES I,Business Services
CHQ DEP/784883/OWDEL1/SBI,Other
IMPS IW 04122015 3C,Other
INTERNAL FUND TRANSFER IN,Bank Transfers
BSES YAMUNA POWER LIMITED,Other
TRF TO  Indiaforensic SERVICES I,Business Services
CR718514416569/RMCPL15300/0,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
BIGTREE ENTERTAINMENT PRI,Entertainment
TRF TO  Indiaforensic SERVICES I,Business Services
INTERNAL FUND TRANSFER IN,Bank Transfers
RTGS/SBINH17034035578/Indfor,Other
CASHDEP/PITAMPURA/LCT,Cash Deposits
TRF FROM Indiaforensic SERVICES,Business Services
BIGTREE ENTERTAINMENT PRI,Entertainment
IMPS OW 25022016 2C,Other
TRF TO  Indiaforensic SERVICES I,Business Services
INTERNAL FUND TRANSFER IN,Bank Transfers
CASHDEP/DOMBIVLI-E/,Cash Deposits
CHQ DEPOSIT RETURN/191749,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
IMPS 051217 2C,Other
NEFT/000061209620/PAYU PA,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
Indiaforensic RUPAY STL INTC1609,Other
RF For 709002968591,Other
BIGTREE ENTERTAINMENT PRI,Entertainment
NEFT/N125180534850698/PAY,Other
NEFT/000059883157/INDIAID,Other
FDRL/REAL TIME GROSS SETTL,Bank Transfers
CASHDEP/NEW-DELHI/,Cash Deposits
TRF FRM  Indiaforensic SERVICES,Business Services
IRCTC CORPORATE OFFICE AC,Travel
NEFT/AXISF16068011027/Indfor,Other
Indiaforensic RUPAY SETT 250818,Other
CASHDEP/GURGAON/,Cash Deposits
CASHDEP/HAUS KHAS/JASPREE,Cash Deposits
FDRL/REAL TIME GROSS SETTL,Bank Transfers
RTGS/ICICH16049846666/Indfor,Other
CASHDEP/PITAMPURA/LCT,Cash Deposits
NEFT/FDRL324872434/Indiaforensic,Other
BBPS SETMNT FOR DT 250920,Other
AEPS Indiaforensic INCOME 220617,Other
IRCTC CORPORATE OFFICE AC,Travel
RTGS/YESBH15309350326/Indfor,Other
CB822512394147/RMCPL14558/1,Other
Indiaforensic AEPS NPCI WDL SET,Other
IRTT00701604578,Other
RTGS/SBINH16128541798/Indfor,Other
IMPS 831822188778 FROM GA,Other
CASHDEP/KAROL BAGH/,Cash Deposits
Indiaforensic NFS SETT 15-09-201,Other
CASHDEP/GURGAON/,Cash Deposits
TRANGLO SDN BHD/USD/69980,Other
NEFT/CITIN17793845849/PAY,Other
MICRO ATM INC DATED 13121,Other
IMPS OW 30042017 1C,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
RTGS/SBTRH15205976612/Indfor,Other
RTGS/CITIH17212702782/PAY,Other
NEFT/SBIN618163076443/CIT,Other
NEFT/N188180581020355/PUB,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
NEFT/000046389171/Indiaforensic,Other
RTGS/ICICH15252043422/Indfor,Other
Indiaforensic AEPS NPCI DEP SET,Other
IMPS OW 06022016 1C,Other
MAW/502964XXXXXX3522/NAGA,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
RTGS/HDFCH17322320615/PAY,Other
IMPS OW 25052016 2C,Other
CR803613441432/RMCPL23472/5,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
CASHDEP/GURGAON/,Cash Deposits
VISA POSINT ACQ SETTL 150,Other
IMPS 827116061311 FROM OX,Other
NEFT/000055180407/Indiaforensic,Other
TRF TO Indiaforensic SERVICES IN,Business Services
IMPS OW 09032016 2C,Other
CASHDEP/FARIDABAD/TP,Cash Deposits
716714872242,Other
CHQ DEP/118838/OWDEL1/SBI,Other
BIGTREE ENTERTAINMENT PRI,Entertainment
IMPS 1812171C,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
TRF TO  Indiaforensic SERVICES I,Business Services
INTERNAL FUND TRANSFER IN,Bank Transfers
Indiaforensic RUP SETT 080119,Other
RTGS/YESBH16070013867/Indfor,Other
CASHDEP/KAROL BAGH/,Cash Deposits
BIGTREE ENTERTAINMENT PRI,Entertainment
BIDDERBOY CORPORATION,Other
CR822612669129/RMCPL22310/1,Other
NEFT/000021206021/RAJ KUM,Other
CASHDEP/BHI-RIICO/,Cash Deposits
CHQ DEP/1250/OWDEL1/SCBL/,Other
TRF FROM  Indiaforensic SERVICES,Business Services
JUST DIAL LIMITED,Business Services
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
AEPS ACQUIRING ADJ FEES 0,Other
AEPS GST INC DT 28-12-201,Other
CR725611002356/RMCPL00052/1,Other
TRF T  Indiaforensic SERVICES IN,Business Services
IMPS 15072017 1C,Other
RTGS/ICICH15317679001/Indfor,Other
AEPS ACQUIRING ADJ FEES 0,Other
RTGS/SBINH18153036777/Indfor,Other
CASHDEP/GURGAON/,Cash Deposits
FDRL/REAL TIME GROSS SETTL,Bank Transfers
OXYGEN NFS SETT 25-05-18,Other
INTERNAL FUND TRANSFER IN,Bank Transfers
NFS SETTELMENT DIFF_22011,Other
NEFT/N301160200362288/Indfor,Other
Sweep Trf To: 40900036427,Bank Transfers
TRF TO  Indiaforensic SERVICES I,Business Services
CASHDEP/FARIDABAD/TP,Cash Deposits
AEPS Indiaforensic S TAX 170717,Other
NEFT/CSBKN16162002652/Indfor,Other
CASHDEP/KAROL BAGH/LCT,Cash Deposits
INTERNAL FUND TRANSFER IN,Bank Transfers
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
IMPS IW 16082016 3C,Other
QWIKCILVER SOLUTIONS PRIV,Other
NEFT/N318170410341412/PAY,Other
Indiaforensic AEPS NPCI WDL SET,Other
CASHDEP/DOMBIVLI-E/,Cash Deposits
Indiaforensic NFS SETT 08-10-201,Other
RTGS/SBINH17052036915/Indfor,Other
CASHDEP/RAJOURI/,Cash Deposits
MICRO ATM WDL FEE DT08101,Other
Indiaforensic AEPS NPCI DEP SET,Other
CB719211630206/RMCPL10937/1,Other
IRTT00701602221,Other
IMPS 827817610877 FROM OX,Other
NEFT/SD1300175412/Indiaforensic,Other
TRF TO  Indiaforensic SERVICES I,Business Services
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
CASHDEP/HAUS KHAS/NEERAJ,Cash Deposits
IMPS O/W 280815 2C,Other
CASHDEP/RAJOURI/,Cash Deposits
MEHAR ENTERTAINMENT PRIVA,Entertainment
CASHDEP/NOIDA/TP,Cash Deposits
ICA 17825 Indiaforensic MC DOM 2,Other
PENALITY REC 05092016 1C,Other
IB:TPFT000038886381409000,Other
Indiaforensic SERVICES INDIA PVT,Business Services
TFR TO  Indiaforensic SERVICES I,Business Services
CR720015585878/RMCPL06719/1,Other
INTERNAL FUND TRANSFER IN,Bank Transfers
NEFT/SBIN115217007383/Indfor,Other
Loan Recovery For90900004,Other
IMPS OW 23122015 4C,Other
IMPS 060220183C,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
INTERNAL FUND TRANSFER IN,Bank Transfers
Indiaforensic AEPS NPCI WDL SET,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
CR823611165547/RMCPL17636/2,Other
IMPS I/W 300715 3C,Other
NFS MICRO ATM GST DATED 1,Other
Indiaforensic NFS SETT 10-09-201,Other
INTERNAL FUND TRANSFER IN,Bank Transfers
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
CASHDEP/CHANDNICHK/,Cash Deposits
CR721311476808/RMCPL00225/0,Other
CASHDEP/VILE-PARLE/,Cash Deposits
NORTH DELHI POWER LTD,Other
627020158495,Other
CASHDEP/GURGAON/,Cash Deposits
CR720211438819/RMCPL15905/2,Other
INDO GIBL Indiaforensic STL10101,Other
CHQ DEP/755514/OWDEL1/SBI,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
CR826913399246/RMCPL15079/2,Other
SONATA FINANCE PRIVATE LI,Finance
Sweep Trf To: 40900036427,Bank Transfers
IMPS OW 01102016 2C,Other
Indiaforensic RUPAY STL INTC3008,Other
RTGS/ICICH15252043092/Indfor,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
Indiaforensic VISA ACQ DOM130219,Other
IRTT00701609267,Other
IB: OFT TO XX0071 Indiaforensic,Other
TRF FROM  Indiaforensic SERVICES,Business Services
BIGTREE ENTERTAINMENT PRI,Entertainment
IMPS IW 23022016 2C,Other
TRF FRM  Indiaforensic SERVICES,Business Services
RTGS/YESBH16302886223/Indfor,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
Indiaforensic RUPAY POS ACQ03071,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
MAW/502964XXXXXX8802/Karu,Other
INTERNAL FUND TRANSFER IN,Bank Transfers
CASHDEP/INDORE/,Cash Deposits
CASHDEP/KAROL BAGH/,Cash Deposits
DSB SHORT Indfor 500X1 17031,Other
TRF TO  Indiaforensic SERVICES I,Business Services
Indiaforensic RUPAY POS ACQ26091,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
TRF TO  Indiaforensic SERVICES I,Business Services
IMPS IW 15032017 3C,Other
TRF TO Indiaforensic SERVICES IN,Business Services
Indiaforensic VISA ACQ INT 04081,Other
CASHDEP/VILE-PARLE/,Cash Deposits
INTERNAL FUND TRANSFER IN,Bank Transfers
JUST DIAL LIMITED,Business Services
TRF FROM  Indiaforensic SERVICES,Business Services
CHQ DEP/4164/OWDEL1/CORP/,Other
IMPS OW 28032016 4C,Other
CR719311164295/RMCPL12254/1,Other
TRF FROM  Indiaforensic SERVICES,Business Services
CASHDEP/NOIDA/TP,Cash Deposits
CASHDEP/BADLAPUR/,Cash Deposits
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
NAAPTAOL ONLINE SHOOPING,Other
Indiaforensic SERVICES INDIA PVT,Business Services
CASHDEP/GURGAON/,Cash Deposits
RTGS/ICICH16030381905/Indfor,Other
RTGS/ICICH16046582562/Indfor,Other
BIGTREE ENTERTAINMENT PRI,Entertainment
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
Indiaforensic NFS SETT 07-10-201,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
CASHDEP/SILVASSA/,Cash Deposits
NFS MICRO ATM INC DT 2508,Other
MASTER POSDOM ACQ SETTL16,Other
CASHDEP/FARIDABAD/TP,Cash Deposits
RTGS/YESBH16029419694/Indfor,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
IMPS IW 09092016 1C,Other
NEFT/FDRL456532693/Indiaforensic,Other
BEAT CSH PKP DEL UDYOG 62,Other
CASHDEP/PANIPAT/0146,Cash Deposits
CR725610933916/RMCPL00278/1,Other
RTGS/ICICH18082444217/ART,Other
NEFT/SBIN616315900784/Indfor,Other
Indiaforensic RUPAY POS C2 ACQ27,Other
TRF TO  Indiaforensic VIRTUAL VI,Other
Indiaforensic AEPS NPCI WDL SET,Other
NEFT/FDRL392899573/Indiaforensic,Other
RTGS/SBINH16153465343/Indfor,Other
TRF TO Indiaforensic SERVICES IN,Business Services
BSES RAJDHANI POWER LIMIT,Utilities
CASHDEP/PITAMPURA/TP,Cash Deposits
IRCTC CORPORATE OFFICE AC,Travel
Indiaforensic AEPS NPCI DEP SET,Other
CASHDEP/NOIDA/TP,Cash Deposits
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
Indfor RIF AEPS NPCI WDL SET,Other
IMPS OW 26012016 1C,Other
IMPS RET 20022017,Other
Indiaforensic  RUPAY SETT 040918,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
Indiaforensic NFS SETT 14-09-201,Other
NEFT/P18040395295769/KADU,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
Indiaforensic RUPAY POS ACQ20021,Other
FUNDS TRF Indiaforensic  Indiaforensic,Other
CR817216336056/RMCPL17244/2,Other
CASHDEP/NOIDA/TP,Cash Deposits
TRF TO Indiaforensic SERVICES IN,Business Services
IMPS 180617 1C,Other
SONATA FINANCE PRIVATE LI,Finance
BIDDERBOY CORPORATION,Other
CR810213189711/RMCPL19331/1,Other
CR716310228001 RMCPL00024 1,Other
CASHDEP/RAJOURI/,Cash Deposits
TRF TO  Indiaforensic SERVICES I,Business Services
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
CR800312854148/RMCPL12064/0,Other
MAESTRO POSDOM ACQ SETTL2,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
INTERNAL FUND TRANSFER IN,Bank Transfers
CR718012005262/RMCPL12201/1,Other
IMPS 824618971355 FROM OX,Other
DD Cancln           42630,Other
CR818611796803/RMCPL18201/0,Other
MAW/502964XXXXXX8926/NAGA,Other
CASHDEP/KALYAN-W/,Cash Deposits
CASHDEP/KAROL BAGH/LCT,Cash Deposits
CASHDEP/NOIDA/TP,Cash Deposits
IRTT00701708935,Other
CR712314531373/RMCPL13914/1,Other
TRF FROM  Indiaforensic SERVICES,Business Services
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
IMPS 161217 3C,Other
CASHDEP/NOIDA/TP,Cash Deposits
IB: TPFT FROM XX6711 IndforG,Other
BBPS SETMNT FOR DT 140720,Other
Sweep Trf To: 40900036427,Bank Transfers
CASHDEP/GURGAON/,Cash Deposits
FUTURE RETAIL LIMITED (OW,Shopping/Retail
TRF TO  Indiaforensic SERVICES I,Business Services
CASHDEP/HYDERABAD/,Cash Deposits
CASHDEP/GURGAON/,Cash Deposits
CR725611985786/RMCPL09448/1,Other
IMPS 221117 2C,Other
IMPS IW 06012017 3C,Other
CASHDEP/BOISAR/,Cash Deposits
TRF FROM  Indiaforensic SERVICES,Business Services
Indiaforensic NFS SETT 11-07-201,Other
NEFT/BARBY17271463108/MAK,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
GF804521780434/RMCPL19703/1,Other
CASHDEP/GURGAON/,Cash Deposits
IRCTC CORPORATE OFFICE AC,Travel
CASHDEP/ANDHERI/,Cash Deposits
NEFT/SBIN516333491458/Indfor,Other
Indfor RIF AEPS NPCI WDL SET,Other
CASHDEP/NOIDA/TP,Cash Deposits
IMPS RET 03012017,Other
INDO GIBL Indiaforensic STL24091,Other
AEPS ACQ REP ADJ FEES 030,Other
NEFT/000066858481/INDIAID,Other
NEFT/FDRL387160111/Indiaforensic,Other
Sweep Trf To: 40900036427,Bank Transfers
FDRL/REAL TIME GROSS SETTL,Bank Transfers
RTGS/SBINH16300017605/Indfor,Other
IMPS IW 09022017 3C,Other
TRF FROM Indiaforensic SERVICES,Business Services
CASHDEP/KAROL BAGH/,Cash Deposits
NEFT/SBIN516312272858/Indfor,Other
AEPS Indiaforensic S TAX 291216,Other
INDO GIBL Indiaforensic STL06081,Other
Indiaforensic NFS SETT 13-10-201,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
CASHDEP/NOIDA/TP,Cash Deposits
CASHDEP/KALYAN-W/,Cash Deposits
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
PAYU PAYMENTS PRIVATE LIM,Payment Gateways
FDRL/REAL TIME GROSS SETTL,Bank Transfers
INDIAIDEAS.COM LTD,Payment Gateways
CASHDEP/GURGAON/,Cash Deposits
730019893848,Other
TRF FROM Indiaforensic SERVICES,Business Services
RTGS/SBINH17217047497/Indfor,Other
CASHDEP/FARIDABAD/TP,Cash Deposits
TRF TO  Indiaforensic SERVICES I,Business Services
CASHDEP/GURGAON/,Cash Deposits
IMPS OW 18032017 2C,Other
CASHDEP/RAJOURI/,Cash Deposits
Indiaforensic RUPAY POS ACQ17011,Other
CR725610938532/RMCPL14780/1,Other
DSB CASH PICKP Indiaforensic GUR,Cash Deposits
NOMISMA MOBILE SOLUTIONS,Finance
CR812810527755/RMCPL12626/0,Other
BSES YAMUNA POWER LIMITED,Other
CR815611765136/RMCPL25344/0,Other
IB: OFT TO XX0071 Indiaforensic,Other
IMPS 0109183C,Other
NEFT/CITIN15579261875/PAY,Other
TELEPOWER COMMUNICATION C,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
TRF FROM  Indiaforensic SERVICES,Business Services
RISHI SOOD,Other
TRF FROM Indiaforensic SERVICES,Business Services
IMPS IW 14032017 2C,Other
CASHDEP/GURGAON/,Cash Deposits
NAAPTOL ONLINE SHOPPING P,Other
IMPS IW 06072016 3C,Other
CASHDEP/RAJOURI/,Cash Deposits
CHQ DEP/124/OWDEL1/UCBA/A,Other
PAYU PAYMENTS PRIVATE LIM,Payment Gateways
ALT DIGITAL MEDIA ENTERTA,Other
CR719812555420/RMCPL15094/1,Other
IMPS IW 13042016 3C,Other
RTGS/YESBH15247668486/Indfor,Other
NEFT/SBIN916193552024/Indfor,Other
CASHDEP/BHI-RIICO/,Cash Deposits
CASHDEP/KAROL BAGH/,Cash Deposits
AEPS Indiaforensic S TAX 270916,Other
NEFT/AXISF15304086687/Indfor,Other
Indfor,Other
CASHDEP/RAJOURI/,Cash Deposits
LOCALCUBE COMMERCE PRIVAT,Business Services
RTGS/ICICH16074261000/Indfor,Other
Indiaforensic AEPS NPCI WDL SET,Other
INTERNAL FUND TRANSFER IN,Bank Transfers
TRF TO  Indiaforensic SERVICES I,Business Services
CR/704712050798/RMCPL00223/,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
CASHDEP/GURGAON/,Cash Deposits
CR732217319254/RMCPL02162/1,Other
CHQ DEP/241/OWDEL1/BARB/D,Other
INDO GIBL Indiaforensic STL30121,Other
IRCTC CORPORATE OFFICE AC,Travel
IMPS-733319769068,Other
CASHDEP/RMALL/,Cash Deposits
INTERNAL FUND TRANSFER IN,Bank Transfers
Indiaforensic RUP STL INTC050219,Other
CASHDEP/PITAMPURA/TP,Cash Deposits
CR801008851437/RMCPL20062/1,Other
CASHDEP/NERUL/,Cash Deposits
IMPS IW 30012016 4C,Other
PAYU PAYMENTS PRIVATE LIM,Payment Gateways
CASHDEP/RAJOURI/,Cash Deposits
TRF TO Indiaforensic SERVICES IN,Business Services
FDRL/REAL TIME GROSS SETTL,Bank Transfers
CR716810008868 RMCPL11140 1,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
INDIAIDEAS.COM LTD,Payment Gateways
CASHDEP/NOIDA/TP/LCT,Cash Deposits
CR827615042999/RMCPL19899/0,Other
NEFT/PUNBH17012477474/KRI,Other
COMMDEL CONSULTING SERVIC,Other
NEFT/FDRL319595273/Indiaforensic,Other
IMPS-732914751121,Other
IMPS IW 10042017 4C,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
CASHDEP/SILVASSA/,Cash Deposits
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
FDRL/REAL TIME GROSS SETTL,Bank Transfers
Indiaforensic NFS SETT 29-06-201,Other
TRF TO  Indiaforensic SERVICES I,Business Services
CASHDEP/RAJOURI/,Cash Deposits
PAYU PAYMENTS PRIVATE LIM,Payment Gateways
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
Indiaforensic RUPAY POS ACQ12101,Other
AVENUES INDIA PRIVATE LIM,Payment Gateways
AEPS Indiaforensic S TAX 240317,Other
MEHAR ENTERTAINMENT PRIVA,Entertainment
PASFAR TECHNOLOGIES PRIVA,Business Services
TRF FROM Indiaforensic SERVICES,Business Services
Indiaforensic NFS SETT 13-02-201,Other
CR725610936952/RMCPL16258/1,Other
IMPS O/W 061115 4C,Other
IMPS 813120132578 FROM OX,Other
RTGS/SBINH15231960967/Indfor,Other
INTERNAL FUND TRANSFER IN,Bank Transfers
IMPS 1107181C,Other
DISH INFRA SERVICES PRIVA,Other
Indiaforensic SERVICES INDIA PVT,Business Services
NEFT/FDRL656259962/Indiaforensic,Other
TRF FROM  Indiaforensic SERVICES,Business Services
IMPS 822219633435 FROM OX,Other
FDRL/REAL TIME GROSS SETTL,Bank Transfers
TRF TO Indiaforensic SERVICES IN,Business Services
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
NEFT/KKBK163203169871/Acc,Other
AEPS Indiaforensic INCOME 210917,Other
CR828412923728/RMCPL10937/1,Other
"Indiaforensic USA, INC./USD/4900",Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
CR813810126492/RMCPL22338/1,Other
TRF FROM Indiaforensic SERVICES,Business Services
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
Loan Recovery For90900004,Other
ZAAK EPAYMENT SERVICES PR,Other
IRCTC CORPORATE OFFICE AC,Travel
CASHDEP/DAMAN/,Cash Deposits
Indiaforensic RUPAY STL INTC2308,Other
NEFT/AXISF16030089871/Indfor,Other
NEFT/FDRL352518210/Indiaforensic,Other
RTGS/PUNBH17230334222/Indfor,Other
409000425051:Int.Coll:01-,Other
FUND TRF FROM  Indiaforensic SER,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
INTERNAL FUND TRANSFER IN,Bank Transfers
NEFT/AXISF15302015998/Indfor,Other
BBPS DT 07102018,Other
INTERNAL FUND TRANSFER IN,Bank Transfers
TIMES INTERNET LIMITED,Other
CASHDEP/GURGAON/LCT,Cash Deposits
CR805013792575/RMCPL21961/1,Other
INDIAIDEAS.COM LTD,Payment Gateways
CASHDEP/GURGAON/LCT,Cash Deposits
NEFT/N249180626782132/TEC,Other
NEFT/FDRL379139467/Indiaforensic,Other
TRF FROM  Indiaforensic SERVICES,Business Services
Indiaforensic MASTER ACQ DOM0510,Other
IMPS OW 07012016 4C,Other
CR719412674007/RMCPL15030/1,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
CHQ DEP/330101/OWDEL1/SBI,Other
TRF FRM  Indiaforensic SERVICES,Business Services
Indiaforensic NFS SETT 08-12-201,Other
CASHDEP/SURAT/,Cash Deposits
717216896882,Other
AEPS Indiaforensic S TAX 101216,Other
CASHDEP/VIKASMARG/TP,Cash Deposits
INDIAIDEAS.COM LTD,Payment Gateways
RTGS/ICICH16096399737/Indfor,Other
MICRO ATM WDL FEE DT01031,Other
CASHDEP/VIKASMARG/,Cash Deposits
CASHDEP/KAROL BAGH/,Cash Deposits
RTGS/HDFCH18313641866/JUN,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
NEFT/000069179261/INDIAN,Other
NEFT/FDRL428254354/Indiaforensic,Other
CASHDEP/KAROL BAGH/LCT,Cash Deposits
IMPS IW 06122016 2C,Other
CR813717976588/RMCPL18789/1,Other
CASHDEP/PITAMPURA/TP,Cash Deposits
PAYU PAYMENTS PRIVATE LIM,Payment Gateways
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
LOCALCUBE COMMERCE PRIVAT,Business Services
CASHDEP/BORIVALI/,Cash Deposits
CASHDEP/RAJOURI/,Cash Deposits
NEFT/N191180583186100/PAY,Other
Sweep Trf To: 40900036427,Bank Transfers
CASHDEP/KAROL BAGH/,Cash Deposits
CASHDEP/RAJOURI/,Cash Deposits
CHQ DEP/85898/OWDEL1/CBIN,Other
CASHDEP/GURGAON/,Cash Deposits
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
NEFT/BARBT18019423390/MAK,Other
Indiaforensic NFS SETT 27-07-201,Other
CR734217824082/RMCPL11699/0,Other
TRANSFER TO  Indiaforensic SERVI,Other
TRF FROM  Indiaforensic SERVICES,Business Services
IMPS RTN 12072016 1C,Other
CHQ DEP/600/OWDEL1/HDFC/S,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
NEFT/SBIN616334364114/Indfor,Other
Indiaforensic SERVICES INDIA PVT,Business Services
Indiaforensic AEPS NPCI DEP SET,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
Indiaforensic  RUPAY SETT 271218,Other
Indiaforensic NFS SETT 11-07-201,Other
Indiaforensic SERVICES INDIA PVT,Business Services
CASHDEP/KAROL BAGH/,Cash Deposits
AEPS Indiaforensic GST 290917,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
NEFT/CBINH18131106237/JAM,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
RTGS/SBINH15362016667/Indfor,Other
TRF TO  Indiaforensic SERVICES I,Business Services
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
CASHDEP/RAJOURI/,Cash Deposits
Indfor INCOME INDO REMI09071,Other
RTGS/ICICH16014863373/Indfor,Other
IMPS I/W 141015 4C,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
409000362497:Int.Coll:01-,Other
